id,name,date,star,text
1,有有有鵝肉熱炒,2018/05/12,3,"""交通近奇岩站，有啤酒小姐，適合解壓下班小酌"""
2,有有有鵝肉熱炒,2018/05/12,4,"""物美價廉"""
3,有有有鵝肉熱炒,2018/05/12,5,"""這裡的熱炒很好吃老闆是跟我好朋友 物廉價美"""
4,有有有鵝肉熱炒,2018/05/12,3,"""鵝肉好吃"""
5,有有有鵝肉熱炒,2018/05/12,4,"""東西便宜好吃 很實在"""
6,有有有鵝肉熱炒,2018/05/12,4,"""好吃，但有些鹹"""
7,有有有鵝肉熱炒,2018/05/12,3,"""經濟實惠的餐廳。除了有好吃的鵝肉以外，還有海鮮料理，場地寬敞通風良好。"""
8,有有有鵝肉熱炒,2019/05/12,5,"""這裡的美食超好吃的而且又不貴，尤其是烤香魚吃了保證讓你不會後悔，來吧！快帶全家大小，親朋好友一起來這裡用餐。"""
9,有有有鵝肉熱炒,2019/05/12,5,"""聚會，喝一杯的好地方"""
10,有有有鵝肉熱炒,2019/05/12,1,"""吃完買單，5000多，一問才知（每朝綠茶）一瓶一罐100……也太貴了吧！每朝綠茶一罐100，真的讓我儍眼"""
11,有有有鵝肉熱炒,2019/05/12,4,"""平價熱炒"""
12,有有有鵝肉熱炒,2019/05/12,4,"""還不錯，便宜又大碗"""
13,有有有鵝肉熱炒,2019/05/12,5,"""美味 老闆服務周到親切！"""
14,有有有鵝肉熱炒,2019/05/12,5,""" 好吃，，"""
15,有有有鵝肉熱炒,2019/05/12,5,"""老闆娘超親切^^"""
16,有有有鵝肉熱炒,2019/05/12,3,"""就便宜，但沒有特別突出"""
17,有有有鵝肉熱炒,2019/05/12,4,"""味道很好，價錢還ok，老闆夫婦兩人人很不錯，偶爾人多的時候上菜會比較慢，通常都會有1-2桌抽煙，沒有分禁煙座位，不過這就是典型的路邊熱炒店"""
18,有有有鵝肉熱炒,2019/05/12,3,"""捷運站旁，開車來旁邊可以停車，但飲酒不開車，鵝肉好吃，其他還好，環境尚可"""
19,有有有鵝肉熱炒,2019/05/12,4,"""價格與菜色相配，適合不受拘束地聊天、喝一杯！"""
20,有有有鵝肉熱炒,2019/05/12,3,"""宵夜好去處"""
21,有有有鵝肉熱炒,2019/05/12,5,""" 將生薑與腸豆腐和所有素食菜餚搭配在一起。我在台灣時另一個人必須吃飯，，"""
22,有有有鵝肉熱炒,2019/05/12,4,"""鱉肉烏骨雞湯…好吃，物超所值"""
23,有有有鵝肉熱炒,2019/05/12,5,"""這裡的店面剛好在奇岩捷運站的對面邊也是開很久每到晚上客人滿桌生意是很好的之前就向路邊攤有給客人喝酒現在我就不知道了我想現在生意沒以前那麼好了他整排就向是違彰建築我是知道這整排沒有在建造房子就向空地一片若沒這些店家也沒什麼人在這附近走動熱鬧是要靠人事物流才能形成地方的繁榮。"""
24,有有有鵝肉熱炒,2019/05/12,5,"""吃來吃去還是回來這兒了"""
25,有有有鵝肉熱炒,2019/06/12,4,"""沒冷氣"""
26,有有有鵝肉熱炒,2019/08/12,5,"""讚，好吃。重口味的朋友，配酒好去處。台灣啤酒3瓶200元。很划算。"""
27,有有有鵝肉熱炒,2019/08/12,1,"""爛死了，每道菜都鹹的要命，跟老闆娘反應後，還是一樣鹹，廚師應該是喝醉了"""
28,有有有鵝肉熱炒,2019/08/12,1,"""上來三道菜已經鹹到一個不行 告知請下手輕些結果還是一樣 菜圃蛋做了兩次還是鹹 抱歉不會再去了"""
29,有有有鵝肉熱炒,2019/10/12,5,"""老店，口味重，很親切，很適合聚餐聊是非。"""
30,有有有鵝肉熱炒,2019/11/12,4,""" 吃宵夜的好地方，，"""
31,有有有鵝肉熱炒,2019/12/12,4,"""適合重口味愛好者 上菜速度待加強～"""
32,有有有鵝肉熱炒,2020/01/12,5,"""營業很多年，營業時間到很晚，老闆服務人員都下班，客人可以繼續留在店裡享受美食，碗盤隔天老闆再來收拾"""
33,有有有鵝肉熱炒,2020/04/12,1,"""沒有一顆星，只有零，你媽的，沒吃過這麼難吃的炒飯，沒加鹽，三杯中卷是烤焦了嗎？炸肥腸送上來是冷的，請問是隔夜的嗎？山蘇吃起來是硬的，海瓜子吃起來有沙，很扯，史上最難吃之最"""
34,有有有鵝肉熱炒,2020/04/21,3,"""貴又不好吃"""
