id,name,date,star,text
1,北投小館,2016/05/18,5,""" 我們有12道菜，非常好。我最喜歡的是蒜泥白肉。，，"""
2,北投小館,2016/05/18,5,"""好吃，夠味！"""
3,北投小館,2017/05/18,4,""" 好吃，，"""
4,北投小館,2017/05/18,5,"""有傳統有創新, 口味帶給人想念的店"""
5,北投小館,2017/05/18,4,""" ，★★★★★。（☆∀☆），★★★★.......（о∀о'о），★★★......（·∀·），★★......（°°;），★......（不_ <），，"""
6,北投小館,2017/05/18,4,"""平價熱炒店"""
7,北投小館,2017/05/18,3,"""口味還不錯。"""
8,北投小館,2017/05/18,4,"""推薦宮保豬肝和李家排骨酥。"""
9,北投小館,2017/05/18,4,"""泡完湯不經意發現北投這個意外好吃的小吃店！"""
10,北投小館,2017/05/18,5,"""酥皮肥腸很好吃"""
11,北投小館,2017/05/18,4,""" 好吃的手路菜！，，"""
12,北投小館,2017/05/18,5,""" 美味的食物和服務，，"""
13,北投小館,2017/05/18,5,""" 菜色多好吃又便宜！，，"""
14,北投小館,2017/05/18,2,"""貴了些"""
15,北投小館,2017/05/18,4,"""還滿好吃的，上菜速度也快"""
16,北投小館,2018/05/18,4,""" 口味好，上菜速度快，稍可惜的是份量略小，，"""
17,北投小館,2018/05/18,1,"""吃飯記得算好價錢"""
18,北投小館,2018/05/18,5,"""便宜好吃！，口味略鹹~"""
19,北投小館,2018/05/18,5,""" 很棒，，"""
20,北投小館,2018/05/18,4,"""店面有點小，但是菜色蠻好吃的"""
21,北投小館,2018/05/18,5,""" 好吃，，"""
22,北投小館,2018/05/18,5,"""白斬雞，水準以上，蔥爆牛肉，清蒸鱈魚也不錯吃，整體價格合理，但是9點就打烊了，夜歸及宵夜人，吃不到可惜了。"""
23,北投小館,2018/05/18,4,"""好吃，照片雞，梅菜扣肉必點"""
24,北投小館,2018/05/18,1,"""很糟糕，下次不會再去。，一樣點的東西，全部吃完了還沒上，不想要還不行，硬要叫客人打包帶走。，寫的是鮮蝦鳳梨蝦球， 根本不是鮮蝦， QQ透明冷凍蝦， 根本沒有這個價值。"""
25,北投小館,2018/05/18,5,"""白斬雞大推，太好吃了"""
26,北投小館,2018/05/18,3,"""原李家小館已易主，目前為北投小館，口味與招牌菜皆已不同。"""
27,北投小館,2018/05/18,2,"""醬燒豬肝不錯"""
28,北投小館,2018/05/18,5,"""最近朋友帶我到北投捷運站旁一家北投小館吃白斬雞，朋友說好吃，果然沒讓我失望，真的太好吃了，原來是青菜園的老闆娘跟資深的主廚開的店，她們的雞肉不輸給現在的青菜園，而且價位比較便宜，最近去過青菜園，好像他們的廚師都不一樣，從前一些熟面孔的廚師都不見了，難怪味道有所改變，連雞肉也沒有像從前好吃了，現在我想吃雞肉，去北投買就可以，因為他們店的雞肉，讓我吃的到青菜園之前的味道，住址在北投中正街92號，北投捷運站旁，CP值算高的一家店，菜份量也夠，但是用餐時間先訂位，因為他們桌數不多，晚 …"""
29,北投小館,2018/05/18,5,""" 食材使用高檔，烹飪手藝達大餐館水準，衛生可口、價位一般。，地方稍嫌狹小，洗手間非常乾淨，只收現金。，每週四公休。，，"""
30,北投小館,2018/05/18,5,"""食材乾淨新鮮好吃"""
31,北投小館,2018/05/18,5,""" 聚餐好地方，，"""
32,北投小館,2018/05/18,5,"""燈光美氣氛佳，廚師很帥氣，阿嬤很親切，大推白斬雞&金沙美人腿"""
33,北投小館,2018/05/18,4,"""是陽明山青菜園老闆娘開的，白斬雞與鹹蛋苦瓜大推，料理有特色又好吃，每道價錢約兩三百但份量多，適合三五好友一起點！"""
34,北投小館,2018/05/18,5,"""很不錯的家常菜"""
35,北投小館,2018/05/18,4,""" 巨大的雞，好豬的水平，豬圈，蛤，，"""
36,北投小館,2018/05/18,5,""" 好吃，，"""
37,北投小館,2018/05/18,5,"""白斬雞超好吃，其他菜色也都很美味…"""
38,北投小館,2018/05/18,5,"""蝦仁豆腐煲很經典白斬雞也超級優，平價吃起來是高檔餐廳的感覺"""
39,北投小館,2018/05/18,2,"""菜是好吃，但在悶筍裡面吃到頭髮"""
40,北投小館,2018/05/18,4,"""好吃，唯一缺點就是用餐時間人太多要等。"""
41,北投小館,2018/05/18,4,"""白斬雞好吃。連雞胸肉都嫩嫩的..."""
42,北投小館,2018/05/18,4,"""白斬雞非常好吃，就是座位太少場地太小"""
43,北投小館,2018/05/18,5,"""白斬雞、醬爆豬肝好好吃"""
44,北投小館,2019/05/18,4,"""道地的熱炒店，生意還不錯"""
45,北投小館,2019/05/18,5,""" 鎮上最好的之一。，，試試白切雞，試試台北地區最好的。還要檢查蝦和雞蛋，而不是普通的蝦和雞蛋，蝦是巨大的。客家的炒菜很好，有點辛辣。，，這是一個必須吃的，足夠好，它是值得你的旅程只是一頓飯。，，"""
46,北投小館,2019/05/18,3,"""還不錯哦，好吃價錢合理。"""
47,北投小館,2019/05/18,5,"""雞好吃"""
48,北投小館,2019/05/18,2,"""原本是李家小館，現易主改名為""北投小館""，只是要個湯匙，老闆娘態度有夠不耐煩。，招牌菜大家推薦的“白斬雞""，肉質很鬆散、其他家常菜也是一般般...是可以pass 的一家店"""
49,北投小館,2019/05/18,5,"""實在太美味了😍😍😍"""
50,北投小館,2019/05/18,1,"""品質不穩定，以前滿好吃的，肉炒的沒熟，另一盤肉外熟內冷，客家小炒難吃"""
51,北投小館,2019/05/18,4,""" CP值高的小吃店，，"""
52,北投小館,2019/05/18,5,"""口味好吃，東西份量足、CP值高，服務親切～白斬雞是招牌菜、大推！"""
53,北投小館,2019/05/18,4,"""Good Good,有味道的好飯館"""
54,北投小館,2019/05/18,4,""" 好吃，，"""
55,北投小館,2019/05/18,5,"""非常好食的白斬雞👍"""
56,北投小館,2019/05/18,4,"""陽明山竹子湖青菜園傳承的白切雞，口感鮮甜肉質札實，著實令人回味"""
57,北投小館,2019/05/18,5,"""白斬雞必點！！！！！！！！讚！！水蓮和美人腳也很好吃〜"""
58,北投小館,2019/05/18,2,""" 令人失望，，"""
59,北投小館,2019/05/18,5,"""白斬雞真的超級棒的啦！！，，其他的菜色也很精緻，糖醋排骨，蔥爆牛肉，到現在想起來都還在流口水 ！"""
60,北投小館,2019/05/18,1,"""不推，跟老婆家人去還吃到冷的菜"""
61,北投小館,2019/05/18,5,""" 好好ㄘ 推，，"""
62,北投小館,2019/05/18,4,"""價廉物美，道地在地小吃！"""
63,北投小館,2019/05/18,2,"""一般性的餐廳，尚可。"""
64,北投小館,2019/05/18,5,""" 好吃又便宜，，"""
65,北投小館,2019/05/18,3,""" 好吃，，"""
66,北投小館,2019/05/18,4,"""是家位在北投站外100公尺處的小餐館，糖醋排骨味道很夠，有瘦有肥 炸得剛好，水蓮輕脆爽口，松阪豬肥瘦均勻 搭配醬汁與蔥 很是美味，，可惜這次是一家三口一起吃飯，只能點3樣，有機會再來嚐嚐招牌的白斬雞"""
67,北投小館,2019/05/18,4,"""蔥油雞、熱炒很美味，服務人員貼心，建議遊北投時，可以排入。"""
68,北投小館,2019/05/18,5,""" 好吃!，，"""
69,北投小館,2019/05/18,5,"""很好吃😋"""
70,北投小館,2019/05/18,5,""" 很好，，"""
71,北投小館,2019/05/18,4,"""白斬雞好吃😋"""
